"id","clim_year","clim_month","clim_date","CMD","DD_0_","DD_18_","DD18_","DD5_","Eref","NFFD","PAS","ppt_mm","Rad","RH","tave","tmax","tmin"
"CAS-BOT-BC38187",1906,2,190602,0,6,256,0,112,49,23,0,63,-9999,68,8.7,13.6,3.8
"CAS-BOT-BC38187",1906,3,190603,0,7,313,0,100,76,20,1,149,-9999,60,8,14.2,1.7
"CAS-BOT-BC38187",1906,4,190604,76,2,270,1,128,100,20,0,24,-9999,54,9.1,16.4,1.7
"CAS-BOT-BC38187",1906,5,190605,104,0,159,6,260,131,29,0,26,-9999,57,13.3,20.3,6.2
"CAS-BOT-BC38187",1906,6,190606,162,0,52,39,375,162,30,0,0,-9999,52,17.5,25.9,9.2
"CAS-BOT-BC38187",1906,7,190607,191,0,2,191,592,191,31,0,0,-9999,55,24.1,32.2,16.1
"CAS-BOT-BC38187",1906,8,190608,159,0,6,138,538,159,31,0,0,-9999,59,22.4,29.6,15.2
"CAS-BOT-BC38187",1906,9,190609,124,0,29,81,441,124,30,0,1,-9999,56,19.7,27.3,12.2
"CAS-BOT-BC38187",1906,10,190610,92,0,102,14,325,93,30,0,1,-9999,52,15.4,23.5,7.4
"CAS-BOT-BC38187",1906,11,190611,39,3,262,0,135,49,23,0,10,-9999,62,9.3,15.3,3.3
"CAS-BOT-BC38187",1906,12,190612,13,9,313,0,101,37,26,0,94,-9999,64,7.8,11.5,4.1
"CAS-BOT-BC38199",1906,1,190601,0,8,300,0,115,53,14,1,57,-9999,47,8.5,17.2,-0.3
"CAS-BOT-BC38199",1906,2,190602,0,3,192,1,169,62,23,0,74,-9999,55,11,18.3,3.7
"CAS-BOT-BC38199",1906,3,190603,0,5,274,0,135,83,21,1,152,-9999,54,9.2,16.6,1.9
"CAS-BOT-BC38199",1906,4,190604,109,1,165,4,239,124,25,0,15,-9999,47,12.9,21.9,4
"CAS-BOT-BC38199",1906,5,190605,144,0,105,14,321,156,29,0,12,-9999,48,15.3,24.3,6.2
"CAS-BOT-BC38199",1906,6,190606,195,0,40,51,399,195,29,0,1,-9999,37,18.3,30,6.6
"CAS-BOT-BC38199",1906,7,190607,249,0,2,210,611,250,31,0,0,-9999,33,24.7,38.3,11.2
"CAS-BOT-BC38199",1906,8,190608,195,0,12,99,489,195,31,0,0,-9999,37,20.8,32.9,8.7
"CAS-BOT-BC38199",1906,9,190609,159,0,25,91,455,160,29,0,1,-9999,34,20.2,32.9,7.5
"CAS-BOT-BC38199",1906,10,190610,115,0,56,36,392,115,28,0,0,-9999,37,17.7,29.4,5.9
"CAS-BOT-BC38199",1906,11,190611,37,2,214,1,180,62,18,0,25,-9999,44,10.9,20.4,1.4
"CAS-BOT-BC38199",1906,12,190612,25,5,243,1,163,47,23,0,151,-9999,46,10.1,17.3,2.8
"CAS-BOT-BC38217",1906,1,190601,7,8,303,0,113,57,11,1,50,-9999,40,8.4,18.3,-1.6
"CAS-BOT-BC38217",1906,2,190602,0,5,238,0,129,64,16,0,78,-9999,49,9.4,17.7,1
"CAS-BOT-BC38217",1906,3,190603,0,6,299,0,112,86,16,1,121,-9999,50,8.4,16.5,0.4
"CAS-BOT-BC38217",1906,4,190604,111,1,189,3,214,124,22,0,14,-9999,45,12,21.4,2.7
"CAS-BOT-BC38217",1906,5,190605,136,0,101,15,325,159,29,0,23,-9999,47,15.4,24.7,6.2
"CAS-BOT-BC38217",1906,6,190606,191,0,34,60,413,192,29,0,0,-9999,40,18.8,29.8,7.8
"CAS-BOT-BC38217",1906,7,190607,246,0,1,233,634,246,31,0,0,-9999,37,25.5,38.1,12.9
"CAS-BOT-BC38217",1906,8,190608,189,0,12,98,488,189,31,0,0,-9999,40,20.7,32,9.5
"CAS-BOT-BC38217",1906,9,190609,149,0,30,79,438,150,29,0,1,-9999,39,19.6,31,8.3
"CAS-BOT-BC38217",1906,10,190610,108,0,100,15,327,108,26,0,1,-9999,37,15.5,26.9,4.1
"CAS-BOT-BC38217",1906,11,190611,36,2,214,1,180,60,21,0,24,-9999,48,10.9,19.5,2.2
"CAS-BOT-BC38217",1906,12,190612,36,5,257,1,151,47,22,0,129,-9999,44,9.6,16.7,2.6
"CAS-BOT-BC434964",1906,1,190601,0,12,354,0,72,46,15,1,50,-9999,57,6.7,13.4,0
"CAS-BOT-BC434964",1906,2,190602,0,7,265,0,104,53,20,0,65,-9999,62,8.4,14.2,2.6
"CAS-BOT-BC434964",1906,3,190603,0,6,300,0,112,81,19,1,136,-9999,56,8.4,15.3,1.5
"CAS-BOT-BC434964",1906,4,190604,88,2,260,1,136,105,19,0,17,-9999,52,9.4,17.2,1.6
"CAS-BOT-BC434964",1906,5,190605,105,0,117,11,307,136,30,0,31,-9999,58,14.8,21.8,7.8
"CAS-BOT-BC434964",1906,6,190606,171,0,28,69,428,171,30,0,1,-9999,52,19.3,27.7,10.9
"CAS-BOT-BC434964",1906,7,190607,206,0,1,267,668,206,31,0,0,-9999,55,26.6,34.9,18.3
"CAS-BOT-BC434964",1906,8,190608,180,0,2,215,615,180,31,0,1,-9999,55,24.9,33.1,16.7
"CAS-BOT-BC434964",1906,9,190609,142,0,23,99,466,143,30,0,1,-9999,47,20.5,30,11.1
"CAS-BOT-BC434964",1906,10,190610,104,0,93,17,335,104,28,0,0,-9999,44,15.8,25.6,6
"CAS-BOT-BC434964",1906,11,190611,44,4,295,0,106,52,17,0,8,-9999,54,8.2,15.5,0.8
"CAS-BOT-BC434964",1906,12,190612,7,13,363,0,64,39,19,1,114,-9999,57,6.2,10.9,1.5
"CAS-BOT-BC541448",1906,1,190601,10,13,362,0,67,46,13,1,37,-9999,55,6.4,13.5,-0.6
"CAS-BOT-BC541448",1906,2,190602,7,8,276,0,95,54,18,0,47,-9999,59,8,14.3,1.7
"CAS-BOT-BC541448",1906,3,190603,0,9,335,0,83,78,16,2,121,-9999,55,7.3,14.3,0.2
"CAS-BOT-BC541448",1906,4,190604,94,2,258,1,138,111,17,0,17,-9999,47,9.4,18.1,0.7
"CAS-BOT-BC541448",1906,5,190605,129,0,167,5,251,144,26,0,14,-9999,48,13,21.7,4.3
"CAS-BOT-BC541448",1906,6,190606,186,0,52,38,374,187,29,0,0,-9999,40,17.5,28.5,6.4
"CAS-BOT-BC541448",1906,7,190607,219,0,4,154,554,219,31,0,0,-9999,41,22.9,34.1,11.8
"CAS-BOT-BC541448",1906,8,190608,190,0,8,118,514,190,31,0,0,-9999,42,21.6,32.3,10.9
"CAS-BOT-BC541448",1906,9,190609,145,0,32,75,433,146,29,0,1,-9999,43,19.4,29.9,8.9
"CAS-BOT-BC541448",1906,10,190610,107,0,99,15,328,108,27,0,1,-9999,40,15.5,26.2,4.9
"CAS-BOT-BC541448",1906,11,190611,44,4,285,0,114,52,18,0,8,-9999,54,8.5,15.8,1.2
"CAS-BOT-BC541448",1906,12,190612,30,10,334,0,85,41,21,0,75,-9999,55,7.2,12.4,2
"CDA15627",1906,1,190601,20,10,327,0,92,52,13,0,31,-9999,49,7.6,15.7,-0.6
"CDA15627",1906,2,190602,14,5,230,0,137,61,20,0,47,-9999,55,9.7,16.9,2.4
"CDA15627",1906,3,190603,0,5,285,0,125,83,20,1,113,-9999,55,8.9,16,1.8
"CDA15627",1906,4,190604,102,1,226,1,170,111,22,0,8,-9999,51,10.6,18.7,2.5
"CDA15627",1906,5,190605,129,0,139,8,282,139,29,0,10,-9999,54,14,21.7,6.3
"CDA15627",1906,6,190606,182,0,37,55,405,184,30,0,2,-9999,44,18.5,28.7,8.4
"CDA15627",1906,7,190607,222,0,2,186,587,222,31,0,0,-9999,42,24,35,13
"CDA15627",1906,8,190608,182,0,5,140,540,183,31,0,0,-9999,48,22.5,32,12.9
"CDA15627",1906,9,190609,141,0,25,92,457,141,30,0,1,-9999,47,20.3,29.8,10.7
"CDA15627",1906,10,190610,104,0,78,22,356,104,29,0,1,-9999,45,16.5,26.2,6.8
"CDA15627",1906,11,190611,46,2,245,0,151,54,21,0,8,-9999,54,9.9,17.2,2.5
"CDA15627",1906,12,190612,39,6,277,1,133,45,23,0,56,-9999,50,9,15.2,2.8
"CDA30496",1906,1,190601,0,21,416,0,38,35,15,5,103,-9999,69,4.7,9.3,0.1
"CDA30496",1906,2,190602,0,14,339,0,48,42,17,3,122,-9999,70,5.8,10.2,1.3
"CDA30496",1906,3,190603,0,17,408,0,40,60,14,16,272,-9999,66,4.9,10,-0.2
"CDA30496",1906,4,190604,67,3,290,0,109,102,15,1,36,-9999,50,8.4,16.4,0.3
"CDA30496",1906,5,190605,121,0,187,3,230,129,27,0,8,-9999,55,12.3,19.6,4.9
"CDA30496",1906,6,190606,175,0,52,38,374,175,29,0,0,-9999,45,17.5,27.2,7.7
"CDA30496",1906,7,190607,204,0,6,127,528,205,31,0,0,-9999,45,22,32.2,11.9
"CDA30496",1906,8,190608,172,0,13,95,483,173,31,0,1,-9999,48,20.6,29.9,11.3
"CDA30496",1906,9,190609,135,0,33,73,430,136,30,0,1,-9999,48,19.4,28.5,10.2
"CDA30496",1906,10,190610,98,0,93,17,335,99,29,0,1,-9999,49,15.8,24.7,6.9
"CDA30496",1906,11,190611,25,6,323,0,85,42,20,1,17,-9999,65,7.3,12.6,2
"CDA30496",1906,12,190612,23,15,375,0,57,33,22,0,167,-9999,66,5.8,9.3,2.4
"JEPS100507",1906,1,190601,18,7,289,0,125,51,17,0,33,-9999,50,8.8,16.9,0.7
"JEPS100507",1906,2,190602,15,3,183,1,183,60,25,0,45,-9999,58,11.6,18.4,4.9
"JEPS100507",1906,3,190603,0,3,227,1,182,84,26,0,107,-9999,58,10.8,17.5,4
"JEPS100507",1906,4,190604,104,0,138,7,268,119,28,0,14,-9999,54,13.9,21.6,6.2
"JEPS100507",1906,5,190605,136,0,71,26,365,157,30,0,21,-9999,51,16.8,25.2,8.3
"JEPS100507",1906,6,190606,192,0,19,88,458,193,30,0,2,-9999,43,20.3,30.7,9.9
"JEPS100507",1906,7,190607,249,0,0,297,698,249,31,0,0,-9999,40,27.6,39.4,15.7
"JEPS100507",1906,8,190608,196,0,3,189,589,196,31,0,0,-9999,44,24,34.5,13.6
"JEPS100507",1906,9,190609,155,0,15,131,506,155,30,0,1,-9999,41,21.9,33,10.8
"JEPS100507",1906,10,190610,106,0,47,46,412,106,30,0,0,-9999,45,18.3,28.1,8.5
"JEPS100507",1906,11,190611,38,1,188,2,208,60,23,0,22,-9999,49,11.9,20.5,3.3
"JEPS100507",1906,12,190612,24,5,260,1,148,43,25,0,102,-9999,51,9.5,15.6,3.5
"OBI62188",1906,1,190601,17,9,314,0,103,49,17,0,33,-9999,55,8,15.2,0.8
"OBI62188",1906,2,190602,7,5,222,0,143,59,22,0,52,-9999,58,9.9,16.5,3.3
"OBI62188",1906,3,190603,0,5,273,0,137,81,23,0,108,-9999,58,9.3,15.8,2.7
"OBI62188",1906,4,190604,96,1,220,1,177,109,23,0,12,-9999,53,10.8,18.4,3.2
"OBI62188",1906,5,190605,131,0,137,8,284,137,29,0,6,-9999,55,14.1,21.5,6.6
"OBI62188",1906,6,190606,181,0,36,56,407,181,30,0,1,-9999,45,18.6,28.4,8.7
"OBI62188",1906,7,190607,218,0,2,194,594,218,31,0,0,-9999,44,24.2,34.7,13.7
"OBI62188",1906,8,190608,179,0,5,143,543,179,31,0,0,-9999,50,22.5,31.7,13.4
"OBI62188",1906,9,190609,138,0,22,102,469,139,30,0,1,-9999,49,20.7,29.7,11.7
"OBI62188",1906,10,190610,103,0,73,25,365,104,30,0,1,-9999,47,16.8,26.1,7.4
"OBI62188",1906,11,190611,46,2,236,0,159,53,23,0,8,-9999,57,10.2,17,3.3
"OBI62188",1906,12,190612,38,6,270,1,139,43,26,0,60,-9999,55,9.2,14.5,3.9
"RSA0029044",1906,1,190601,12,9,311,0,105,47,19,0,36,-9999,58,8.1,14.6,1.6
"RSA0029044",1906,2,190602,0,5,230,0,136,55,23,0,56,-9999,62,9.6,15.5,3.8
"RSA0029044",1906,3,190603,0,5,279,0,131,77,24,1,122,-9999,62,9.1,15.1,3.1
"RSA0029044",1906,4,190604,90,1,221,1,176,104,25,0,14,-9999,56,10.8,17.8,3.8
"RSA0029044",1906,5,190605,123,0,140,8,281,131,30,0,9,-9999,58,14,20.8,7.1
"RSA0029044",1906,6,190606,173,0,40,51,399,174,30,0,1,-9999,48,18.3,27.5,9.1
"RSA0029044",1906,7,190607,208,0,2,186,587,209,31,0,0,-9999,48,24,33.6,14.3
"RSA0029044",1906,8,190608,170,0,6,138,538,170,31,0,0,-9999,54,22.4,30.7,14.1
"RSA0029044",1906,9,190609,132,0,23,98,465,133,30,0,1,-9999,53,20.5,28.8,12.3
"RSA0029044",1906,10,190610,99,0,71,26,367,100,30,0,1,-9999,50,16.8,25.4,8.2
"RSA0029044",1906,11,190611,42,2,235,0,160,51,25,0,8,-9999,61,10.2,16.3,4.1
"RSA0029044",1906,12,190612,34,6,270,1,139,41,27,0,70,-9999,59,9.2,13.8,4.7
"RSA116506",1906,1,190601,18,7,287,0,127,55,16,0,37,-9999,48,8.9,17.5,0.3
"RSA116506",1906,2,190602,10,4,208,0,156,62,22,0,52,-9999,55,10.4,17.6,3.2
"RSA116506",1906,3,190603,0,4,255,0,154,84,23,0,93,-9999,56,9.8,16.8,2.9
"RSA116506",1906,4,190604,110,1,159,5,246,120,27,0,10,-9999,51,13.1,21.3,4.9
"RSA116506",1906,5,190605,132,0,75,24,359,153,30,0,20,-9999,53,16.6,24.6,8.6
"RSA116506",1906,6,190606,185,0,21,82,449,186,30,0,1,-9999,46,20,29.6,10.3
"RSA116506",1906,7,190607,235,0,1,256,657,235,31,0,0,-9999,42,26.2,37.4,15.1
"RSA116506",1906,8,190608,181,0,7,126,525,181,31,0,0,-9999,47,22,31.6,12.3
"RSA116506",1906,9,190609,143,0,21,105,473,143,30,0,1,-9999,46,20.8,30.5,11.1
"RSA116506",1906,10,190610,103,0,80,22,354,104,29,0,1,-9999,44,16.4,26.3,6.5
"RSA116506",1906,11,190611,41,1,199,1,196,56,25,0,15,-9999,55,11.5,18.8,4.2
"RSA116506",1906,12,190612,38,5,240,1,166,45,26,0,74,-9999,50,10.2,16.1,4.3
"RSA599543",1906,1,190601,3,10,332,0,88,43,20,1,41,-9999,63,7.4,13.2,1.7
"RSA599543",1906,2,190602,0,6,256,0,112,49,23,0,63,-9999,68,8.7,13.6,3.8
"RSA599543",1906,3,190603,0,7,313,0,100,75,20,1,149,-9999,60,8,14.2,1.7
"RSA599543",1906,4,190604,76,2,270,1,127,100,20,0,24,-9999,54,9,16.4,1.7
"RSA599543",1906,5,190605,104,0,160,6,260,131,29,0,26,-9999,57,13.3,20.3,6.2
"RSA599543",1906,6,190606,162,0,52,39,375,162,30,0,0,-9999,52,17.5,25.9,9.2
"RSA599543",1906,7,190607,191,0,2,191,592,191,31,0,0,-9999,55,24.1,32.2,16.1
"RSA599543",1906,8,190608,159,0,6,138,538,159,31,0,0,-9999,59,22.4,29.6,15.2
"RSA599543",1906,9,190609,124,0,29,81,441,124,30,0,1,-9999,56,19.7,27.3,12.2
"RSA599543",1906,10,190610,92,0,102,14,324,93,30,0,1,-9999,52,15.4,23.5,7.4
"RSA599543",1906,11,190611,39,3,262,0,135,49,23,0,10,-9999,62,9.3,15.3,3.3
"RSA599543",1906,12,190612,13,9,313,0,101,37,26,0,94,-9999,64,7.8,11.5,4.1
"RSA614188",1906,1,190601,0,11,338,0,84,43,19,1,43,-9999,63,7.2,13,1.5
"RSA614188",1906,2,190602,0,7,268,0,101,48,22,1,66,-9999,69,8.3,13.1,3.5
"RSA614188",1906,3,190603,0,8,329,0,87,73,19,2,152,-9999,60,7.5,13.6,1.3
"RSA614188",1906,4,190604,73,3,287,0,112,97,18,0,24,-9999,55,8.5,15.7,1.3
"RSA614188",1906,5,190605,100,0,175,4,243,127,29,0,27,-9999,57,12.7,19.6,5.8
"RSA614188",1906,6,190606,158,0,60,33,362,158,30,0,0,-9999,53,17.1,25.2,9
"RSA614188",1906,7,190607,186,0,3,179,580,186,31,0,0,-9999,57,23.7,31.5,16
"RSA614188",1906,8,190608,154,0,7,128,528,154,31,0,0,-9999,60,22.1,28.9,15.2
"RSA614188",1906,9,190609,120,0,33,74,431,121,30,0,1,-9999,58,19.4,26.6,12.2
"RSA614188",1906,10,190610,90,0,111,12,313,91,30,0,1,-9999,53,15.1,22.9,7.2
"RSA614188",1906,11,190611,38,3,269,0,129,48,23,0,10,-9999,62,9.1,14.9,3.2
"RSA614188",1906,12,190612,11,9,319,0,97,36,26,1,99,-9999,65,7.6,11.2,4.1
"RSA695546",1906,1,190601,1,6,277,0,136,58,15,0,56,-9999,44,9.2,18.6,-0.2
"RSA695546",1906,2,190602,0,4,211,0,153,63,21,0,76,-9999,53,10.3,17.9,2.7
"RSA695546",1906,3,190603,0,5,274,0,136,84,21,1,138,-9999,54,9.2,16.6,1.9
"RSA695546",1906,4,190604,110,1,167,4,237,123,25,0,14,-9999,48,12.8,21.6,4.1
"RSA695546",1906,5,190605,135,0,88,19,341,158,30,0,23,-9999,49,16,24.8,7.1
"RSA695546",1906,6,190606,195,0,32,62,418,195,29,0,0,-9999,39,18.9,30.2,7.7
"RSA695546",1906,7,190607,250,0,1,229,630,250,31,0,0,-9999,35,25.4,38.5,12.2
"RSA695546",1906,8,190608,194,0,12,101,491,195,31,0,0,-9999,38,20.9,32.7,9
"RSA695546",1906,9,190609,152,0,26,88,452,153,29,0,1,-9999,39,20.1,31.6,8.5
"RSA695546",1906,10,190610,110,0,77,23,359,111,28,0,1,-9999,39,16.6,27.8,5.3
"RSA695546",1906,11,190611,37,1,196,1,200,59,24,0,22,-9999,51,11.6,19.6,3.6
"RSA695546",1906,12,190612,36,4,225,2,179,47,26,0,139,-9999,47,10.7,17.2,4.1
"RSA756110",1906,1,190601,13,6,277,0,137,50,21,0,37,-9999,56,9.2,16.2,2.3
"RSA756110",1906,2,190602,7,4,217,0,148,55,24,0,48,-9999,63,10.1,15.9,4.3
"RSA756110",1906,3,190603,0,5,272,0,138,74,25,1,136,-9999,64,9.3,14.9,3.7
"RSA756110",1906,4,190604,100,1,178,3,225,109,27,0,10,-9999,57,12.4,19.5,5.4
"RSA756110",1906,5,190605,117,0,96,16,332,136,31,0,19,-9999,60,15.7,22.3,9
"RSA756110",1906,6,190606,174,0,25,74,437,176,30,0,2,-9999,50,19.6,28.4,10.8
"RSA756110",1906,7,190607,218,0,1,237,638,218,31,0,0,-9999,47,25.6,35.5,15.8
"RSA756110",1906,8,190608,171,0,4,159,559,171,31,0,0,-9999,54,23.1,31.2,14.9
"RSA756110",1906,9,190609,133,0,18,115,486,134,30,0,1,-9999,53,21.2,29.5,13
"RSA756110",1906,10,190610,98,0,60,33,386,99,31,0,1,-9999,52,17.5,25.8,9.1
"RSA756110",1906,11,190611,37,1,203,1,191,49,27,0,12,-9999,65,11.3,16.8,5.8
"RSA756110",1906,12,190612,34,4,224,2,181,41,30,0,73,-9999,60,10.7,15,6.4
"SBBG116541",1906,1,190601,10,13,362,0,67,46,13,1,37,-9999,55,6.4,13.5,-0.6
"SBBG116541",1906,2,190602,7,8,276,0,95,54,18,0,47,-9999,59,8,14.3,1.7
"SBBG116541",1906,3,190603,0,9,335,0,83,78,16,2,121,-9999,55,7.3,14.3,0.2
"SBBG116541",1906,4,190604,94,2,258,1,138,111,17,0,17,-9999,47,9.4,18.1,0.7
"SBBG116541",1906,5,190605,129,0,167,5,251,144,26,0,14,-9999,48,13,21.7,4.3
"SBBG116541",1906,6,190606,186,0,52,38,374,187,29,0,0,-9999,40,17.5,28.5,6.4
"SBBG116541",1906,7,190607,219,0,4,154,554,219,31,0,0,-9999,41,22.9,34.1,11.8
"SBBG116541",1906,8,190608,190,0,8,118,514,190,31,0,0,-9999,42,21.6,32.3,10.9
"SBBG116541",1906,9,190609,145,0,32,75,433,146,29,0,1,-9999,43,19.4,29.9,8.9
"SBBG116541",1906,10,190610,107,0,99,15,328,108,27,0,1,-9999,40,15.5,26.2,4.9
"SBBG116541",1906,11,190611,44,4,285,0,114,52,18,0,8,-9999,54,8.5,15.8,1.2
"SBBG116541",1906,12,190612,30,10,334,0,85,41,21,0,75,-9999,55,7.2,12.4,2
"SBBG14744",1906,1,190601,0,9,313,0,103,55,12,1,63,-9999,44,8,17.3,-1.2
"SBBG14744",1906,2,190602,0,6,250,0,117,60,17,0,83,-9999,53,8.9,16.5,1.3
"SBBG14744",1906,3,190603,0,7,316,0,98,81,16,1,152,-9999,53,7.9,15.4,0.4
"SBBG14744",1906,4,190604,102,1,210,2,188,117,22,0,15,-9999,48,11.2,20,2.5
"SBBG14744",1906,5,190605,126,0,129,9,293,149,28,0,23,-9999,49,14.4,23,5.7
"SBBG14744",1906,6,190606,184,0,46,44,385,186,29,0,1,-9999,41,17.9,28.7,7.1
"SBBG14744",1906,7,190607,237,0,2,193,594,237,31,0,0,-9999,37,24.2,36.7,11.7
"SBBG14744",1906,8,190608,185,0,16,84,469,186,31,0,0,-9999,40,20.1,31.3,9
"SBBG14744",1906,9,190609,144,0,36,68,423,145,29,0,1,-9999,41,19.1,30,8.2
"SBBG14744",1906,10,190610,105,0,104,14,322,106,26,0,1,-9999,39,15.4,26.3,4.4
"SBBG14744",1906,11,190611,34,2,228,1,167,57,21,0,23,-9999,51,10.4,18.4,2.5
"SBBG14744",1906,12,190612,34,5,258,1,150,45,24,0,140,-9999,47,9.6,16.1,3.1
"SBBG16948",1906,1,190601,0,25,434,0,31,37,11,7,125,-9999,62,4.1,9.6,-1.4
"SBBG16948",1906,2,190602,0,16,349,0,43,43,15,5,144,-9999,67,5.4,10.2,0.5
"SBBG16948",1906,3,190603,0,17,409,0,39,66,11,19,314,-9999,59,4.9,11,-1.3
"SBBG16948",1906,4,190604,60,8,366,0,55,84,12,2,24,-9999,57,5.8,12.5,-0.8
"SBBG16948",1906,5,190605,81,0,249,1,162,111,25,1,30,-9999,60,10,16.4,3.6
"SBBG16948",1906,6,190606,146,0,124,9,275,146,28,0,0,-9999,51,14.2,22.4,5.9
"SBBG16948",1906,7,190607,182,0,15,77,463,182,31,0,0,-9999,49,19.9,28.9,11
"SBBG16948",1906,8,190608,157,0,35,46,415,158,31,0,1,-9999,50,18.4,27,9.7
"SBBG16948",1906,9,190609,121,0,81,28,337,122,29,0,1,-9999,49,16.2,24.9,7.5
"SBBG16948",1906,10,190610,88,1,181,4,233,90,25,0,1,-9999,47,12.4,21.3,3.5
"SBBG16948",1906,11,190611,27,9,355,0,63,45,14,2,18,-9999,58,6.2,12.6,-0.2
"SBBG16948",1906,12,190612,0,21,418,0,36,34,16,2,237,-9999,61,4.4,8.6,0.3
"SBBG22885",1906,1,190601,14,12,353,0,72,47,14,1,34,-9999,54,6.7,14,-0.5
"SBBG22885",1906,2,190602,10,7,267,0,102,56,18,0,46,-9999,58,8.3,14.9,1.8
"SBBG22885",1906,3,190603,0,8,323,0,92,80,16,1,111,-9999,55,7.6,14.8,0.5
"SBBG22885",1906,4,190604,94,2,253,1,143,110,18,0,16,-9999,48,9.6,18.2,1
"SBBG22885",1906,5,190605,131,0,167,5,252,143,27,0,12,-9999,49,13,21.6,4.4
"SBBG22885",1906,6,190606,185,0,53,37,372,185,29,0,0,-9999,40,17.4,28.4,6.5
"SBBG22885",1906,7,190607,218,0,4,152,553,218,31,0,0,-9999,41,22.9,34,11.7
"SBBG22885",1906,8,190608,188,0,9,115,510,188,31,0,0,-9999,43,21.5,32,10.9
"SBBG22885",1906,9,190609,144,0,33,73,431,145,29,0,1,-9999,43,19.4,29.8,9
"SBBG22885",1906,10,190610,107,0,99,15,328,108,27,0,1,-9999,41,15.6,26.2,4.9
"SBBG22885",1906,11,190611,45,4,277,0,121,53,18,0,8,-9999,53,8.8,16.2,1.3
"SBBG22885",1906,12,190612,33,9,324,0,92,42,21,0,69,-9999,54,7.5,12.9,2
"SD241782",1906,1,190601,18,7,289,0,125,51,17,0,33,-9999,50,8.8,16.9,0.7
"SD241782",1906,2,190602,15,3,183,1,183,60,25,0,45,-9999,58,11.6,18.3,4.9
"SD241782",1906,3,190603,0,3,227,1,182,84,26,0,107,-9999,58,10.8,17.5,4
"SD241782",1906,4,190604,104,0,138,7,269,119,28,0,14,-9999,54,13.9,21.6,6.2
"SD241782",1906,5,190605,136,0,71,26,365,157,30,0,21,-9999,51,16.8,25.2,8.3
"SD241782",1906,6,190606,192,0,19,88,458,193,30,0,2,-9999,43,20.3,30.7,9.9
"SD241782",1906,7,190607,248,0,0,297,698,248,31,0,0,-9999,40,27.6,39.4,15.7
"SD241782",1906,8,190608,196,0,3,189,589,196,31,0,0,-9999,44,24,34.5,13.6
"SD241782",1906,9,190609,155,0,15,131,506,155,30,0,1,-9999,41,21.9,33,10.8
"SD241782",1906,10,190610,106,0,47,46,412,106,30,0,1,-9999,45,18.3,28.1,8.5
"SD241782",1906,11,190611,38,1,188,2,208,60,23,0,22,-9999,49,11.9,20.5,3.3
"SD241782",1906,12,190612,24,5,260,1,148,43,25,0,102,-9999,51,9.5,15.6,3.5
"UC1529013",1906,1,190601,9,6,276,0,138,51,21,0,42,-9999,55,9.3,16.5,2
"UC1529013",1906,2,190602,1,4,212,0,152,56,24,0,55,-9999,62,10.3,16.3,4.2
"UC1529013",1906,3,190603,0,4,264,0,146,77,25,0,119,-9999,62,9.6,15.4,3.7
"UC1529013",1906,4,190604,104,1,160,5,245,115,28,0,11,-9999,55,13.1,20.5,5.7
"UC1529013",1906,5,190605,125,0,81,21,351,143,31,0,18,-9999,58,16.3,23.4,9.2
"UC1529013",1906,6,190606,180,0,21,82,449,181,30,0,1,-9999,49,20,29.1,10.9
"UC1529013",1906,7,190607,227,0,1,251,652,227,31,0,0,-9999,45,26.1,36.5,15.7
"UC1529013",1906,8,190608,176,0,5,150,551,176,31,0,0,-9999,51,22.8,31.6,14
"UC1529013",1906,9,190609,138,0,17,118,491,139,30,0,1,-9999,51,21.4,30.2,12.6
"UC1529013",1906,10,190610,101,0,58,35,389,102,30,0,1,-9999,50,17.6,26.4,8.8
"UC1529013",1906,11,190611,37,1,196,1,200,51,27,0,14,-9999,64,11.6,17.4,5.8
"UC1529013",1906,12,190612,34,4,222,2,182,42,30,0,84,-9999,59,10.8,15.2,6.3
"UC1736551",1906,1,190601,0,8,298,0,117,49,18,1,62,-9999,53,8.5,16,1
"UC1736551",1906,2,190602,0,4,208,0,155,54,24,0,79,-9999,63,10.4,16.2,4.6
"UC1736551",1906,3,190603,0,6,290,0,121,72,24,1,228,-9999,63,8.7,14.5,3
"UC1736551",1906,4,190604,79,1,195,2,203,102,27,0,24,-9999,59,11.8,18.4,5.2
"UC1736551",1906,5,190605,115,0,115,11,308,136,30,0,21,-9999,57,14.9,22,7.7
"UC1736551",1906,6,190606,178,0,32,62,417,178,30,0,1,-9999,47,18.9,28.4,9.4
"UC1736551",1906,7,190607,236,0,1,274,675,236,31,0,0,-9999,43,26.8,37.9,15.8
"UC1736551",1906,8,190608,182,0,4,156,556,182,31,0,0,-9999,48,23,32.5,13.5
"UC1736551",1906,9,190609,144,0,19,110,480,145,30,0,1,-9999,45,21,31.1,11
"UC1736551",1906,10,190610,98,0,58,35,390,98,31,0,1,-9999,50,17.6,26.3,8.9
"UC1736551",1906,11,190611,20,2,209,1,185,55,24,0,35,-9999,54,11.1,18.6,3.5
"UC1736551",1906,12,190612,15,5,253,1,155,41,26,0,148,-9999,55,9.8,15.2,4.3
"UC2026995",1906,1,190601,8,9,312,0,104,46,20,0,38,-9999,60,8.1,14.2,1.9
"UC2026995",1906,2,190602,0,5,236,0,130,53,23,0,57,-9999,64,9.4,15,3.8
"UC2026995",1906,3,190603,0,5,286,0,124,74,24,1,125,-9999,63,8.8,14.5,3.1
